老千 ,"['崔东勋', '崔东勋', '许英万', '曹承佑', '金惠秀', '白润植', '柳海真', '李水京', '金应洙', '金允石', '剧情', '犯罪']","['崔东勋', '许英万']","['曹承佑', '金惠秀', '白润植', '柳海真', '李水京', '金应洙', '金允石']","['剧情', '犯罪']",['制片国家/地区: 韩国'],['语言: 韩语'],['上映日期: 2006-09-28'],['又名: 泰沙大豪客(港) / The War of Flower / Tazza: the High Rollers'],"
                            ",['ftp://6vdy:6vdy@vip.36ys.com:2116/【6V电影www.6vdy.com】老千BD中字1024x576无水印版.rmvb']
回火2 ,"['贡萨洛·洛佩斯-加列戈', '格雷戈里·威顿', '唐纳德·萨瑟兰', '威廉·鲍德温', '乔·安德森', '阿拉斯塔尔·麦肯泽', '艾米莉·巴伯', '罗斯·奥亨尼西', '马克·阿诺德', '多米尼克·马夫海姆', '克里斯蒂娜·弗罗托', '亚当·伯纳德', '亚历山大·阮', 'Patrick Walshe McBride', 'Alisha Bailey', 'Cyril Nri', 'Jessamine-Bliss Bell', '剧情', '动作', '犯罪']",['格雷戈里·威顿'],"['唐纳德·萨瑟兰', '威廉·鲍德温', '乔·安德森', '阿拉斯塔尔·麦肯泽', '艾米莉·巴伯', '罗斯·奥亨尼西', '马克·阿诺德', '多米尼克·马夫海姆', '克里斯蒂娜·弗罗托', '亚当·伯纳德', '亚历山大·阮', 'Patrick Walshe McBride', 'Alisha Bailey', 'Cyril Nri', 'Jessamine-Bliss Bell']","['剧情', '动作', '犯罪']",['制片国家/地区: 美国'],['语言: 英语'],['上映日期: 2019-05-14(美国)'],['IMDb链接: tt8172466'],"
                            1991年大热影片《回火》的续集。影片主角在芝加哥联邦调查局工作，此次他要追查一名故意纵火的军火商……",['ed2k://|file|回火2.720p.BD中英双字[最新电影www.66e.cc].mkv|1324717584|3D45C42792BC466A9655A05A955AF626|h=5OJKZCL7UVDUYXLJ6TTOPSAJGX3NHZBO|/']
教授 ,"['韦恩·罗伯茨', '韦恩·罗伯茨', '约翰尼·德普', '佐伊·达奇', '罗丝玛丽·德薇特', '朗·里维斯顿', '贾斯汀·沃林顿', '丹尼·赫斯顿', '希芳·法隆', '帕洛玛·克维亚特科夫斯基', '奥黛莎·杨', '凯特琳·伯纳德', '法拉赫·阿维瓦', '琳达·伊蒙', '基斯·麦克科基尼', '德文·特雷尔', '丹尼斯·科贝特', '约兰达·科贝特', 'Matreya Scarrwener', 'Katherine Evans', '剧情', '喜剧']",['韦恩·罗伯茨'],"['约翰尼·德普', '佐伊·达奇', '罗丝玛丽·德薇特', '朗·里维斯顿', '贾斯汀·沃林顿', '丹尼·赫斯顿', '希芳·法隆', '帕洛玛·克维亚特科夫斯基', '奥黛莎·杨', '凯特琳·伯纳德', '法拉赫·阿维瓦', '琳达·伊蒙', '基斯·麦克科基尼', '德文·特雷尔', '丹尼斯·科贝特', '约兰达·科贝特', 'Matreya Scarrwener', 'Katherine Evans']","['剧情', '喜剧']",['制片国家/地区: 美国'],['语言: 英语'],['上映日期: 2018-10-05(苏黎世电影节) / 2019-05-17(美国)'],['又名: 理查德的道别 / Richard Says Goodbye'],"
                            故事讲述一位厌世的大学教授被诊断癌症，得知只有6个月的生命后决定抛弃一切伪装，从而改变自己人生的故事。他要求自己尽可能的大胆而自由的生活，并且幽默而从容，不计后果，甚至有点接近疯狂……",['ed2k://|file|教授.720p.BD中英双字[最新电影www.66e.cc].mkv|1180592412|9807470F9C0C3C622E5FE552EC035C85|h=JLMN4SYLQTCBLRAKDC4SHDXDOASZEFEW|/']
十年泰国 ,"['狄也·阿萨拉', '韦西·沙赞那庭', 'Chulayarnnon Siriphol', '阿彼察邦·韦拉斯哈古', '阿彼察邦·韦拉斯哈古', '阿彼察邦·韦拉斯哈古', '剧情']",['阿彼察邦·韦拉斯哈古'],['阿彼察邦·韦拉斯哈古'],['剧情'],['制片国家/地区: 泰国'],['语言: 泰语'],['上映日期: 2018-05-10(戛纳电影节)'],['又名: 10 Years Thailand'],"
                            《10 Years Thailand》是一部合拍片，共邀请四位泰国导演来设想祖国十年后的样子。四位导演分别是Aditya Assarat、Apichatpong Weerasethakul、Chulayarnnon Siriphol和Wisit Sasanatieng。虽然每个人只负责拍摄一个篇章，但最终的成片却让人对泰国当前的政治局势展开深思。自2014年起，泰国进入军事独裁时期，不同政见、公众表达和思想的多样性都受到了限制。国内兴起了一种狭隘的全新民族主义，推崇所谓的思想正确与行动正确理念。如果这种状态持续下去，十年后，泰国将变成什么样子？","['http://bt.pp63.org/2019/十年泰.国.720p.BD中字.torrent', 'ed2k://|file|十年泰国.720p.BD中字[最新电影www.66e.cc].mp4|1259680908|D2B7BD646677078E3E19BEC55DAE78D7|h=YSOAQSHMNK6XOA6CUWZME7P6D6ZYLOCC|/']"
阿波罗11号 ,"['托德·道格拉斯·米勒', '托德·道格拉斯·米勒', '巴兹·奥德林', '琼·安·阿彻', '珍妮特·阿姆斯特朗', '尼尔·阿姆斯特朗', '约翰尼·卡森', '克利福德·E·查尔斯沃思', '迈克尔·柯林斯', '迈克尔·柯林斯', '查尔斯·杜克', '吉因·克兰兹', '格林·伦尼', '理查德·尼克松', '理查德·尼克松 Richard Nixon', '迪克·斯雷顿 Deke Slayton', '纪录片']",['托德·道格拉斯·米勒'],"['巴兹·奥德林', '琼·安·阿彻', '珍妮特·阿姆斯特朗', '尼尔·阿姆斯特朗', '约翰尼·卡森', '克利福德·E·查尔斯沃思', '迈克尔·柯林斯', '迈克尔·柯林斯', '查尔斯·杜克', '吉因·克兰兹', '格林·伦尼', '理查德·尼克松', '理查德·尼克松 Richard Nixon', '迪克·斯雷顿 Deke Slayton']",['纪录片'],['制片国家/地区: 美国'],['语言: 英语'],['上映日期: 2019-01-24(圣丹斯电影节) / 2019-03-01(美国)'],['又名: 阿波罗登月'],"
                            这部93分钟的纪录片由Neon和CNN Film公司出品，采用了首次发现的65毫米大画幅胶卷拍摄的影像资料和超过11,000小时的原始音频资料，为人类历史上最具标志性和历史性的时刻展现全新的视角。 《阿波罗11号》用电影的方式讲述了这一航天传奇，”","['ed2k://|file|阿波罗11号.720p.BD中英双字[最新电影www.66e.cc].mp4|1786145709|5FA5C9CE95DBE1FE02A2B82940751A04|h=4O3ML2CH2KLL4YBF2NO6IWWNTTN7TITJ|/', 'http://bt.pp63.org/2019/阿波罗11号.720p.BD中英双字.torrent']"
驯龙高手3 ,"['迪恩·德布洛斯', '迪恩·德布洛斯', '葛蕾熙达·柯维尔', '杰伊·巴鲁切尔', '亚美莉卡·费雷拉', '默里·亚伯拉罕', '凯特·布兰切特', '杰拉德·巴特勒', '克雷格·费格森', '乔纳·希尔', '克里斯托夫·普莱瑟', '克里斯汀·韦格', '基特·哈灵顿', '罗宾·唐斯', '基隆·埃利奥特', '吉迪恩·埃默里', '阿什利·詹森', '奥拉维尔·奥拉夫松', '詹姆士·谢', '大卫·田纳特', '动画', '奇幻', '冒险']","['迪恩·德布洛斯', '葛蕾熙达·柯维尔']","['杰伊·巴鲁切尔', '亚美莉卡·费雷拉', '默里·亚伯拉罕', '凯特·布兰切特', '杰拉德·巴特勒', '克雷格·费格森', '乔纳·希尔', '克里斯托夫·普莱瑟', '克里斯汀·韦格', '基特·哈灵顿', '罗宾·唐斯', '基隆·埃利奥特', '吉迪恩·埃默里', '阿什利·詹森', '奥拉维尔·奥拉夫松', '詹姆士·谢', '大卫·田纳特']","['动画', '奇幻', '冒险']",['制片国家/地区: 美国'],['语言: 英语'],['上映日期: 2019-03-01(中国大陆) / 2019-01-03(澳大利亚) / 2019-02-22(美国)'],['又名: 驯龙记3(港) / 驯龙高手3：隐秘的世界 / How to Train Your Dragon 3'],"
                            ","['ed2k://|file|驯龙高手3.1080p.BD中英双字[最新电影www.66e.cc].mp4|2286628159|59ECB39135564B075E55843B71A2C70B|h=YN2PVDTCI5VNXBMSYGLFYV2PFUMFSXOD|/', 'ed2k://|file|驯龙高手3.720p.BD中英双字[最新电影www.66e.cc].mp4|1163371169|6C361BA1E973EDA01D8B92FDC91AB13E|h=YUMS4Y75BURB6TWLKTVN7DFAXGLCORZ7|/', 'ed2k://|file|xl高手3.720p.HD中字[最新电影www.66e.cc].mp4|1500192440|DE4D4715F0B5D4CFD4CCD41190BDDB29|h=7HI6FSVXDVNBAKBKAKVUZB45ONE4XQ5N|/', 'ed2k://|file|xl高手3.1080p.HD中字[最新电影www.66e.cc].mp4|2867963803|56C2817D54DF79314C1C3F8D3515F5F3|h=36K3COXGOHTTOT5KS6B57S53YQNJIGUN|/', 'ed2k://|file|驯龙高手3.1080p.国英台粤四语.BD中英双字[最新电影www.66e.cc].mp4|3203457913|0B2EE56B53097F01E769C752BF27A1CE|h=BMMVXO3GYVZ5JMPLDLHYO5QNAVRWWC33|/', 'http://bt.pp63.org/2019/驯龙高手3.1080p.国英台粤四语.BD中英双字.torrent', 'ed2k://|file|驯龙高手3.720p.国英双语.BD中英双字[最新电影www.66e.cc].mp4|1314559097|89373097588BBCDD8817ED4014E50FCD|h=NNTEFOXVJCU3N7HVXV23ABB42KM4OO72|/', 'ed2k://|file|驯龙高手3.1080p.国英双语.BD中英双字[最新电影www.66e.cc].mp4|2437816087|B9D7AAFB6CFDBCA6BBA384B4FD400A30|h=HB6FKUGQJQVTBE4E7J3KCF6XGKH4VI6W|/', 'http://bt.pp63.org/2019/驯龙高手3.1080p.720p.国英双语.BD中英双字.torrent', 'http://bt.pp63.org/2019/驯龙高手3.720p+1080p.HD中英双字.torrent']"
我是山姆 ,"['杰茜·尼尔森', '杰茜·尼尔森', '克里斯汀·约翰逊', '西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩', '理查德·希夫', '劳拉·邓恩', '剧情', '家庭']","['杰茜·尼尔森', '克里斯汀·约翰逊']","['西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩', '理查德·希夫', '劳拉·邓恩']","['剧情', '家庭']",['制片国家/地区: 美国'],['语言: 英语'],['上映日期: 2001-12-03(美国)'],['又名: 不一样的爸爸(港) / 他不笨，他是我爸爸(台)'],"
                            ","['http://bt.pp63.org/2019/不一样的爸爸.1080p.BD中英双字.torrent', 'ed2k://|file|不一样的爸爸.1080p.BD中英双字[最新电影www.66e.cc].mp4|2081792431|6AFBC0FFB77C5AE7E42E57107346377C|h=Q7Y7MJOXZHZTHAW3F37NEDPMZ4UC4JYV|/']"
坤蒂拉娜 ,"['Rizal Mantovani', 'Alim Sudio', 'Sandrinna Michelle', '奥雷·莫雷曼斯', 'Fero Walandouw', 'Nena Rosier', '恐怖']",['Alim Sudio'],"['Sandrinna Michelle', '奥雷·莫雷曼斯', 'Fero Walandouw', 'Nena Rosier']",['恐怖'],['制片国家/地区: 印度尼西亚'],['语言: 印度尼西亚语'],['上映日期: 2018-06-15(印度尼西亚)'],['又名: Ghost in the Mirror'],"
                            A group of kids agree to explore an abandon house in order to win a reality show contest, which requires them to prove that the stories of the evil Kuntilanak are real. They soon discover ...","['ed2k://|file|坤蒂拉娜.Kuntilanak.2018.中文字幕.WEBrip.AAC.1080p.x264-VINEnc.mp4|1562682704|10b8a0326300af43e6c4ca69c991029e|h=3tae46ibxlinbqbiapa4nzgekup5uj5l|/', 'ed2k://|file|坤蒂拉娜.720p.BD中英双字[最新电影www.66e.cc].mkv|1388059340|FFF840203BDDA891EF07F649C176DBEE|h=45MPRKRO56P5J32MQFYCACO2U3GGGCQ6|/']"
线人 ,"['林超贤', '吴炜伦', '谢霆锋', '张家辉', '桂纶镁', '陆毅', '苗圃', '廖启智', '钟舒漫', '吴浩康', '郭政鸿', 'Rob Lok', '梁小冰', '剧情', '动作', '惊悚']",['吴炜伦'],"['谢霆锋', '张家辉', '桂纶镁', '陆毅', '苗圃', '廖启智', '钟舒漫', '吴浩康', '郭政鸿', 'Rob Lok', '梁小冰']","['剧情', '动作', '惊悚']",['制片国家/地区: 香港 / 中国大陆'],['语言: 粤语 / 汉语普通话'],['上映日期: 2010-08-24'],['又名: 证人2之线人 / Beast Stalker 2: Informant / The Stool Pigeon'],"
                            　　为了侦破棘手案件，警方往往借助线人之手获取情报。然而在行动过程中，却常常有意无意置线人于危险之地。一年前，线人废噏（廖启智 饰）的悲惨下场让香港警察李沧东（张家辉 饰）的身心备受煎熬，表面的荣迁始终洗刷不掉铭刻其心中的罪恶感。而如今，他不得不再次与新的线人合作。这次，他找到了命运多舛的小混混何细鬼（谢霆锋 饰）。为了搭救身陷水火的妹妹，细鬼无奈接受了李沧东的任务，打入金行大盗华天（陆毅 饰）的团伙内部获取情报。","['thunder://QUFmdHA6Ly82OjZANi42NnlzLm9yZzoxMDI2LyVFMyU4MCU5MCVFNiU5QiVCNCVFNSVBNCU5QSVFNyU5NCVCNSVFNSVCRCVCMSVFOCVBRiVCNyVFNSU4RSVCQnd3dy5keTEzMS5jb20lRTMlODAlOTElRTclQkElQkYlRTQlQkElQkFCRCVFNSU5QiVCRCVFNyVCMiVBNCVFNSU4RiU4QyVFOCVBRiVBRCVFNCVCOCVBRCVFNSVBRCU5Ny5ta3ZaWg==', 'ed2k://|file|线人.1080p.BD国语中字[最新电影www.66e.cc].mp4|2197409081|71A6CEF6F4882EE6E568627EB2FECBAF|h=VLVWJWSR2DZV247RWHGIXPRUZB7SMUNW|/', 'http://bt.pp63.org/2019/线人.1080p.BD国语中字.torrent']"
一眉道人 ,"['林正英', '史美仪', '陈锦昌', '沈治樑', '林正英', '钱小豪', '吕方', '吴君如', '楼南光', '玛利亚', '喜剧', '动作', '恐怖', '奇幻']","['史美仪', '陈锦昌', '沈治樑']","['林正英', '钱小豪', '吕方', '吴君如', '楼南光', '玛利亚']","['喜剧', '动作', '恐怖', '奇幻']",['制片国家/地区: 香港'],['语言: 粤语'],['上映日期: 1989-07-26'],['又名: Vampire Vs Vampire'],"
                            ","['http://bt.pp63.org/2019/一眉道人.1080p.国粤双语.BD中字.torrent', 'ed2k://|file|一眉道人.1080p.国粤双语.BD中字[最新电影www.66e.cc].mp4|1770517163|0A19BC1AF1A6C843BB2A9D6692CE3C57|h=M4IS5HNVI6HVPI5Q56IIZ47SRAMTDF5C|/']"
复仇者联盟 ,"['乔斯·韦登', '乔斯·韦登', '扎克·佩恩', '小罗伯特·唐尼', '克里斯·埃文斯', '斯嘉丽·约翰逊', '克里斯·海姆斯沃斯', '杰瑞米·雷纳', '马克·鲁弗洛', '塞缪尔·杰克逊', '汤姆·希德勒斯顿', '斯特兰·斯卡斯加德', '寇碧·史莫德斯', '克拉克·格雷格', '保罗·贝坦尼', '格温妮斯·帕特洛', '动作', '科幻', '奇幻', '冒险']","['乔斯·韦登', '扎克·佩恩']","['小罗伯特·唐尼', '克里斯·埃文斯', '斯嘉丽·约翰逊', '克里斯·海姆斯沃斯', '杰瑞米·雷纳', '马克·鲁弗洛', '塞缪尔·杰克逊', '汤姆·希德勒斯顿', '斯特兰·斯卡斯加德', '寇碧·史莫德斯', '克拉克·格雷格', '保罗·贝坦尼', '格温妮斯·帕特洛']","['动作', '科幻', '奇幻', '冒险']",['官方网站: avengers.marvel.com'],['制片国家/地区: 美国'],['语言: 英语 / 俄语'],['片长: 142分钟'],"
                            ","['http://xz.66vod.net:889/2017/FCZLM.torrent', 'ed2k://|file|The.Avengers.2012.复仇者联盟.双语字幕.HR-HDTV.AC3.1024X576.x264-人人影视制作.mkv|2342023084|e7aaff83360f02590456ae9a9bbbd62c|h=tgi7w7tygvfi2mw7l3yc3cxrhvxkl7re|/', 'ed2k://|file|复仇者联盟.1080p.国英双语.BD中英双字[最新电影www.6vhao.tv].mp4|3961851968|C4E482DB423DD8D1128C5061F1C51FDE|h=5Y5GGOZJNF3KNLWYTZLWBZ5IUVDWC53Q|/', 'http://bt.pp63.org/2019/复仇者联盟.1080p.720p.国英双语.BD中英双字.torrent', 'ed2k://|file|复仇者联盟.720p.国英双语.BD中英双字[最新电影www.6vhao.tv].mp4|2582878821|3F8C35CA0DE3A935DDE693C825AA4DEB|h=BWCB52VMDCQMRZSPGVJQ4PL7DL2TFMZY|/']"
复仇者联盟2：奥创纪元  ,"['乔斯·韦登', '乔斯·韦登', '斯坦·李', '杰克·科比', '小罗伯特·唐尼', '克里斯·海姆斯沃斯', '马克·鲁弗洛', '克里斯·埃文斯', '斯嘉丽·约翰逊', '杰瑞米·雷纳', '詹姆斯·斯派德', '塞缪尔·杰克逊', '唐·钱德尔', '亚伦·泰勒-约翰逊', '伊丽莎白·奥尔森', '保罗·贝坦尼', '寇碧·史莫德斯', '安东尼·麦凯', '海莉·阿特维尔', '伊德里斯·艾尔巴', '斯特兰·斯卡斯加德', '金秀贤', '托马斯·克莱舒曼', '安迪·瑟金斯', '朱莉·德尔佩', '斯坦·李', '亨利·古德曼', '多米尼克·切克利', '艾萨克·安德鲁斯', '动作', '科幻', '奇幻', '冒险']","['乔斯·韦登', '斯坦·李', '杰克·科比']","['小罗伯特·唐尼', '克里斯·海姆斯沃斯', '马克·鲁弗洛', '克里斯·埃文斯', '斯嘉丽·约翰逊', '杰瑞米·雷纳', '詹姆斯·斯派德', '塞缪尔·杰克逊', '唐·钱德尔', '亚伦·泰勒-约翰逊', '伊丽莎白·奥尔森', '保罗·贝坦尼', '寇碧·史莫德斯', '安东尼·麦凯', '海莉·阿特维尔', '伊德里斯·艾尔巴', '斯特兰·斯卡斯加德', '金秀贤', '托马斯·克莱舒曼', '安迪·瑟金斯', '朱莉·德尔佩', '斯坦·李', '亨利·古德曼', '多米尼克·切克利', '艾萨克·安德鲁斯']","['动作', '科幻', '奇幻', '冒险']",['官方网站: marvel.com/avengers'],['制片国家/地区: 美国'],['语言: 英语 / 韩语'],['片长: 142分钟'],"
                            ","['http://xz.66vod.net:889/2017/FCZLM2.torrent', 'http://bt.pp63.org/2019/复仇者联盟2.1080p.720p.国英双语.BD中英双字.torrent', 'ed2k://|file|复仇者联盟2.720p.国英双语.BD中英双字[最新电影www.6vhao.tv].mp4|2142394443|4373A217A5B4523E48697BF2BCD9CA57|h=HN5D3RURCXMIQBTIFUDPYBHRYI2X5MKO|/', 'ed2k://|file|复仇者联盟2.1080p.国英双语.BD中英双字[最新电影www.6vhao.tv].mp4|3916887668|103134B364002174E4EDB4B7C099E76D|h=OUCDQCORL2CA3CS6OKJA4BWU7NP54J3Q|/']"
复仇者联盟3：无限战争 ,"['安东尼·罗素', '乔·罗素', '杰克·科比', '克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '吉姆·斯特林', '小罗伯特·唐尼', '克里斯·海姆斯沃斯', '克里斯·埃文斯', '马克·鲁弗洛', '乔什·布洛林', '佐伊·索尔达娜', '本尼迪克特·康伯巴奇', '克里斯·帕拉特', '汤姆·赫兰德', '伊丽莎白·奥尔森', '保罗·贝坦尼', '斯嘉丽·约翰逊', '查德维克·博斯曼', '塞巴斯蒂安·斯坦', '唐·钱德尔', '汤姆·希德勒斯顿', '安东尼·麦凯', '本尼迪克特·王', '戴夫·巴蒂斯塔', '布莱德利·库珀', '范·迪塞尔', '凯伦·吉兰', '利蒂希娅·赖特', '庞·克莱门捷夫', '凯莉·库恩', '汤姆-沃恩-劳勒', '海登·瓦尔希', '迈克尔·詹姆斯·肖', '泰瑞·诺塔里', '本尼西奥·德尔·托罗', '彼特·丁拉基', '罗斯·马昆德', '丹娜·奎里拉', '温斯顿·杜克', '弗洛伦丝·卡松巴', '塞缪尔·杰克逊', '雅各布·巴特朗', '斯坦·李', '动作', '科幻', '奇幻', '冒险']","['杰克·科比', '克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '吉姆·斯特林']","['小罗伯特·唐尼', '克里斯·海姆斯沃斯', '克里斯·埃文斯', '马克·鲁弗洛', '乔什·布洛林', '佐伊·索尔达娜', '本尼迪克特·康伯巴奇', '克里斯·帕拉特', '汤姆·赫兰德', '伊丽莎白·奥尔森', '保罗·贝坦尼', '斯嘉丽·约翰逊', '查德维克·博斯曼', '塞巴斯蒂安·斯坦', '唐·钱德尔', '汤姆·希德勒斯顿', '安东尼·麦凯', '本尼迪克特·王', '戴夫·巴蒂斯塔', '布莱德利·库珀', '范·迪塞尔', '凯伦·吉兰', '利蒂希娅·赖特', '庞·克莱门捷夫', '凯莉·库恩', '汤姆-沃恩-劳勒', '海登·瓦尔希', '迈克尔·詹姆斯·肖', '泰瑞·诺塔里', '本尼西奥·德尔·托罗', '彼特·丁拉基', '罗斯·马昆德', '丹娜·奎里拉', '温斯顿·杜克', '弗洛伦丝·卡松巴', '塞缪尔·杰克逊', '雅各布·巴特朗', '斯坦·李']","['动作', '科幻', '奇幻', '冒险']",['官方网站: marvel.com/avengers'],['制片国家/地区: 美国'],['语言: 英语'],['片长: 150分钟'],"
                            《复仇者联盟3：无限战争》是漫威电影宇宙10周年的历史性集结，将为影迷们带来史诗版的终极对决。面对灭霸突然发起的闪电袭击，复仇者联盟及其所有超级英雄盟友必须全力以赴，才能阻止他对全宇宙造成毁灭性的打击。","['ed2k://|file|复仇者联盟3：无限战争.720p.国英双语.BD中英双字[最新电影www.66ys.tv].mp4|2267824859|C6E8448F3982F926E7D7589ECB2552F7|h=4KL6IWEO3DZARAEV4ZE454US3OH7EATN|/', 'ed2k://|file|复仇者联盟3：无限战争.1080p.BD中英双字[最新电影www.66ys.tv].mp4|4035193337|58CBE626D2D403D8E3313392345F092A|h=GYOYRDSOL75KKAAO4PE6CB3Z2EHC5VYB|/', 'ed2k://|file|复3.720p.BD中英双字[最新电影www.66ys.tv].mp4|2200475436|E26BF94875F6352A827A24F19CA4F419|h=5E5DAE3KYQCXB5RTQE7E2MR6UW72CJU2|/', 'http://tup.66vod.net:888/xintu/bbb/h1qanpvf1rw.torrent', 'ed2k://|file|复仇者联盟3：无限战争.720p.BD国语配音中字[最新电影www.66ys.tv].mp4|2201276798|0AE0DE30C012DF5109B53AAEA121B66A|h=3N6MGYULIT6TMT5DFVTZF6UC5YAERSQD|/', 'ed2k://|file|复3.1080p.BD中英双字[最新电影www.66ys.tv].mp4|4166030352|E2053433C6D1FC7A37FD8795D478204C|h=6J46UY5477DXV27HWWJUOY5KPMZCZRDL|/']"
旅猫日记 ,"['三木康一郎', '有川浩', '平松惠美子', '福士苍汰', '高畑充希', '广濑爱丽丝', '大野拓朗', '山本凉介', '前野朋哉', '竹内结子', '剧情']","['有川浩', '平松惠美子']","['福士苍汰', '高畑充希', '广濑爱丽丝', '大野拓朗', '山本凉介', '前野朋哉', '竹内结子']",['剧情'],['官方网站: tabineko-movie.jp'],['制片国家/地区: 日本'],['语言: 日语'],['片长: 118分钟'],"
                            傲娇的流浪猫娜娜（幸运小七）被悟（福士苍汰饰）救下后，在铲屎官悟的侍候下过着快乐的猫生。一人一猫度过了几年的温暖时光，主人悟却突然有一天要将娜娜送走给他人寄养，没等娜娜反应，便被悟带着踏上旅程。穿过北海道，跨越富士山，探访故友，悟的那些不为人知的过去也都一一展现。直到最后，娜娜得知了为何悟要将自己送走的真相，却依旧对悟不离不弃。","['ed2k://|file|旅猫日记.Tabineko.Report.Chi_Jap.BDrip.720p-ZhuixinFan.mp4|1800712963|807aac32bffe6cce3733baa671e3cbb7|h=u2ean5pzhlr4ohrmrbqzhfioxmvcnbfq|/', 'ed2k://|file|旅猫日记.Tabineko.Report.Chi_Jap.BDrip.1080p-ZhuixinFan.mp4|3076917318|cc69d7e8a4c6a9265ad11e201dbd780a|h=tetbqlnxxxu3m2qzcmoy6amfvqpkbs7i|/']"
